,species,ln_r_mu,ln_r_sd,r_mean,r_var,dispersion,r_orig,r,r_lower_bound,r_upper_bound,r_bound_note,source,link,congener_sp,alt_species
645,Scarus ghobban,-0.5702611094,0.1619502537,0.5728409546,0.008720455004,0.0152231696,0.5727406782,,,,,,,,
646,Cheilinus undulatus,-1.000382908,0.2284597932,0.3774617767,0.007633936965,0.02022439737,0.377285976,,,,,,,,
647,Gerres oblongus,0.3331927335,0.3727604857,1.495810086,0.3335298155,0.222976044,1.488566118,,,,,,,,
648,Mustelus lenticulatus,-2.315801943,0.2030533712,0.1007425922,0.0004271993071,0.004240503424,0.1007334813,,,,,,,,
649,Mustelus schmitti,-2.113984902,0.6325098415,0.1474965413,0.01070198899,0.07255755894,0.1454651903,,,,,,,,
650,Mustelus asterias,-2.047074754,0.2415291357,0.1329334579,0.001061541091,0.007985507241,0.1328639038,,,,,,,,
651,Mustelus antarcticus,-2.419191232,0.1514565987,0.09002015572,0.0001880384243,0.002088848023,0.0900073232,,,,,,,,
652,Plectropomus areolatus,-1.314288219,0.6003934213,0.3217269456,0.04492324138,0.1396315789,0.3173399645,,,,,,,,
653,Cephalopholis argus,-0.9273092462,0.5211711668,0.4531647407,0.06408975417,0.1414270538,0.4492309447,,,,,,,,
654,Diastobranchus capensis,-1.41821252,0.913848907,0.3676394387,0.1763943743,0.4798026429,0.3446717633,,,,,,,,
655,Epinephelus polylepis,-1.295925961,0.2365541691,0.2814087547,0.004557683687,0.01619595557,0.2812917742,,,,,,,,
656,Plectropomus pessuliferus,-1.314288219,0.6003934213,0.3217269456,0.04492324138,0.1396315789,0.3173399645,,,,,,,,
657,Girella tricuspidata,-1.738572248,0.1474888356,0.1776933851,0.0006943732353,0.003907704471,0.1776784944,,,,,,,,
658,Fistularia corneta,-0.6959633699,1.042529643,0.8585337032,1.448342821,1.686995881,0.7566328235,,,,,,,,
659,Seriolella porosa,-1.163639263,0.2063021658,0.3190654672,0.004426310452,0.0138727343,0.3189899967,,,,,,,,
660,Bregmaceros mcclellandi,-1.490632569,1.04670348,0.3895206175,0.3020781891,0.7755127085,0.3561193662,,,,,,,,
661,Lepidorhynchus denticulatus,-2.108082062,0.8621095209,0.1761418489,0.03421300715,0.1942355401,0.170083457,,,,,,,,
662,Solea senegalensis,-1.996388159,0.2606420182,0.1405178112,0.001387991666,0.009877692048,0.1403892666,,,,,,,,
663,Chelidonichthys lucerna,-1.068271981,0.108878886,0.3456444355,0.001424699317,0.004121863887,0.3456434035,,,,,,,,
664,Gerres nigri,0.3331927335,0.3727604857,1.495810086,0.3335298155,0.222976044,1.488566118,,,,,,,,
665,Lophius vomerinus,-0.8149704184,0.1308348021,0.4464572867,0.003441349398,0.007708126847,0.4464455662,,,,,,,,
666,Cyttus traversi,-1.455633733,1.108933736,0.4313796504,0.4503934301,1.044076673,0.3899603161,,,,,,,,
667,Aplodactylus punctatus,-0.9013564802,0.9376625553,0.6301792688,0.5595497806,0.8879215937,0.5854354543,,,,,,,,
668,Seriolella caerulea,-1.29294169,0.618612157,0.3323385206,0.05149240408,0.15493962,0.3282840151,,,,,,,,
669,Stromateus brasiliensis,-0.4546825559,0.7468547094,0.8387969824,0.5254417093,0.6264229847,0.8043932948,,,,,,,,
670,Scarus persicus,-0.5790193586,0.4484488831,0.6197332359,0.0855533022,0.1380485945,0.6157682226,,,,,,,,
671,Cheilodactylus variegatus,-1.477332127,0.8634754854,0.3313642119,0.1216262316,0.3670469751,0.3184381675,,,,,,,,
672,Genypterus chilensis,-1.78084175,0.6137445146,0.2034163154,0.0189280943,0.09305101344,0.2009950524,,,,,,,,
673,Genypterus maculatus,-1.78084175,0.6137445146,0.2034163154,0.0189280943,0.09305101344,0.2009950524,,,,,,,,
674,Rhinobatos planiceps,-1.752653363,0.6392913605,0.2126076902,0.02282025966,0.1073350622,0.2084233903,,,,,,,,
675,Pennahia anea,0.2694832733,0.08143908566,1.31363675,0.01148305234,0.008741421355,1.313614598,,,,,,,,
676,Rhynchobatus australiae,-2.075520958,0.9898009646,0.2048109371,0.06978695102,0.3407384001,0.1902414832,,,,,,,,
677,Himantura gerrardi,-1.21357398,0.7715914896,0.4001574172,0.130289982,0.3255968187,0.387150032,,,,,,,,
678,Elagatis bipinnulata,-0.1218816414,0.1355903583,0.8934282331,0.0148106894,0.0165773689,0.8933713437,,,,,,,,
679,Pseudotolithus senegallus,-0.9502591372,0.5663415381,0.4538957339,0.07790717248,0.1716411208,0.4494988924,,,,,,,,
680,Coregonus lavaretus,-0.9427868798,0.07098396051,0.3905233492,0.0007703872177,0.001972704627,0.3905208174,,,,,,,,
681,Eptatretus cirrhatus,-2.171551667,0.7340704687,0.14925158,0.01590621981,0.1065732089,0.146521725,,,,,,,,
682,Hoplopagrus guentherii,-0.9230690821,0.6865210638,0.5028750765,0.1522594004,0.3027777823,0.4931900596,,,,,,,,
683,Scomberesox saurus,-0.4900089129,0.2635382119,0.6342686232,0.02893358999,0.04561724944,0.6335042585,,,,,,,,
684,Tylosurus crocodilus,-0.6634344129,0.7766842668,0.6964110612,0.4015845321,0.5766486986,0.6676521696,,,,,,,,
685,Emmelichthys nitidus,NA,NA,NA,NA,NA,0.5735835392,,,,,,,,
686,Plagiogeneion rubiginosum,-0.7867015053,0.2278896032,0.4673229729,0.01164151077,0.02491106033,0.4672805389,,,,,,,,
687,Mullus argentinae,-0.3647221458,0.4737781901,0.7768645571,0.1518777767,0.1955009728,0.7716969786,,,,,,,,
688,Sparus aurata,-0.9718925585,0.09103335652,0.3799373066,0.001201228836,0.003161650132,0.3799328586,,,,,,,,
689,Grammoplites suppositus,-1.224767879,0.8492879998,0.4214210503,0.187733816,0.4454780222,0.4046113738,,,,,,,,
690,Peprilus paru,-0.2340569304,0.5315846603,0.9114069224,0.2712535966,0.2976207334,0.8983813348,,,,,,,,
691,Sparidentex hasta,-0.6871163845,0.1510007497,0.5087921114,0.005970347047,0.01173435459,0.5087478486,,,,,,,,
692,Dicologlossa cuneata,-1.527938541,0.1193536916,0.2185335151,0.0006851802182,0.003135355316,0.2185249604,,,,,,,,
693,Metanephrops mozambicus,NA,NA,NA,NA,NA,0.196296302,,,,,,,,
694,Jasus paulensis,NA,NA,NA,NA,NA,0.08971571552,,,,,,,,
695,Palinurus delagoae,NA,NA,NA,NA,NA,0.393672998,0.22,0.13,0.37,95% CL,SLB,https://www.sealifebase.ca/summary/Palinurus-elephas.html,Palinurus elephas,
696,Palinurus mauritanicus,NA,NA,NA,NA,NA,0.393672998,0.22,0.13,0.37,95% CL,SLB,https://www.sealifebase.ca/summary/Palinurus-elephas.html,Palinurus elephas,
697,Panulirus cygnus,NA,NA,NA,NA,NA,0.6662122095,1.15,0.76,1.73,95% CL,SLB,https://www.sealifebase.ca/summary/Panulirus-cygnus.html,,
698,Panulirus gracilis,NA,NA,NA,NA,NA,0.6662122095,1.0175,0.6725,1.53,average of 95% CL,SLB,,,
699,Panulirus homarus,NA,NA,NA,NA,NA,0.6662122095,1.0175,0.6725,1.53,average of 95% CL,SLB,,,
700,Panulirus longipes,NA,NA,NA,NA,NA,0.6662122095,1.0175,0.6725,1.53,average of 95% CL,SLB,,,
701,Ibacus ciliatus,NA,NA,NA,NA,NA,0.2879356375,,,,,,,,
702,Thenus orientalis,NA,NA,NA,NA,NA,0.4723564938,,,,,,,,
703,Penaeus monodon,NA,NA,NA,NA,NA,0.7639885775,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Penaeus-monodon.html,,
704,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,0.3155495665,0.88,0.58,1.32,95% CL,SLB,https://www.sealifebase.ca/summary/Xiphopenaeus-kroyeri.html,,
705,Artemesia longinaris,NA,NA,NA,NA,NA,0.2858126665,0.52,0.34,0.78,95% CL,SLB,https://www.sealifebase.ca/summary/Artemesia-longinaris.html,,
706,Metapenaeus endeavouri,NA,NA,NA,NA,NA,0.196296302,0.93,0.62,1.4,95% CL,SLB,https://www.sealifebase.ca/summary/Metapenaeus-endeavouri.html,,
707,Metapenaeus joyneri,NA,NA,NA,NA,NA,0.196296302,1.02,0.68,1.535,average of 95% CL,SLB,,,
708,Metapenaeus monoceros,NA,NA,NA,NA,NA,0.196296302,1.11,0.74,1.67,95% CL,SLB,https://www.sealifebase.ca/summary/Metapenaeus-monoceros.html,,
709,Parapenaeopsis atlantica,NA,NA,NA,NA,NA,0.6149215344,,,,,,,,
710,Acetes erythraeus,NA,NA,NA,NA,NA,0.525771564,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Acetes-japonicus.html,Acetes japonicus,
711,Acetes japonicus,NA,NA,NA,NA,NA,0.525771564,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Acetes-japonicus.html,,
712,Pleoticus robustus,NA,NA,NA,NA,NA,0.3173399645,,,,,,,,
713,Pleoticus muelleri,NA,NA,NA,NA,NA,0.3173399645,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Pleoticus-muelleri.html,,
714,Solenocera agassizii,NA,NA,NA,NA,NA,0.3142423598,,,,,,,,
715,Haliporoides diomedeae,NA,NA,NA,NA,NA,0.578658105,0.96,0.63,1.43,95% CL,SLB,https://www.sealifebase.ca/summary/Haliporoides-sibogae.html,Haliporoides sibogae,
716,Haliporoides triarthrus,NA,NA,NA,NA,NA,0.578658105,0.96,0.63,1.43,95% CL,SLB,https://www.sealifebase.ca/summary/Haliporoides-sibogae.html,Haliporoides sibogae,
717,Sicyonia brevirostris,NA,NA,NA,NA,NA,0.5110208978,0.81,0.51,1.3,95% CL,SLB,https://www.sealifebase.ca/summary/Sicyonia-brevirostris.html,,
718,Sicyonia ingentis,NA,NA,NA,NA,NA,0.5110208978,0.81,0.51,1.3,95% CL,SLB,https://www.sealifebase.ca/summary/Sicyonia-brevirostris.html,Sicyonia brevirostris,
719,Aristeus varidens,NA,NA,NA,NA,NA,0.3384717252,0.48,0.32,0.72,95% CL,SLB,https://www.sealifebase.ca/summary/Aristeus-antennatus.html,Aristeus antennatus,
720,Palaemon serratus,NA,NA,NA,NA,NA,0.393672998,,,,,,,,
721,Nematopalaemon schmitti,NA,NA,NA,NA,NA,1.123810384,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Nematopalaemon-schmitti.html,,
722,Pandalus jordani,NA,NA,NA,NA,NA,0.6662122095,0.54,0.36,0.82,95% CL,SLB,https://www.sealifebase.ca/summary/Pandalus-jordani.html,,
723,Pandalus hypsinotus,NA,NA,NA,NA,NA,0.6662122095,0.56,0.37,0.845,average of 95% CL,SLB,,,
724,Crangon crangon,NA,NA,NA,NA,NA,0.5854354543,,,,,,,,
725,Homarus gammarus,NA,NA,NA,NA,NA,0.1184980221,0.37,0.25,0.56,95% CL,SLB,https://www.sealifebase.ca/summary/Homarus-gammarus.html,,
726,Panulirus argus,NA,NA,NA,NA,NA,0.6662122095,0.55,0.36,0.83,95% CL,SLB,https://www.sealifebase.ca/summary/Panulirus-argus.html,,
727,Palinurus elephas,NA,NA,NA,NA,NA,0.393672998,0.22,0.13,0.37,95% CL,SLB,https://www.sealifebase.ca/summary/Palinurus-elephas.html,,
728,Scyllarides latus,NA,NA,NA,NA,NA,0.1599208438,,,,,,,,
729,Paralithodes brevipes,NA,NA,NA,NA,NA,0.8735506743,,,,,,,,
730,Upogebia pugettensis,NA,NA,NA,NA,NA,0.4339803674,,,,,,,,
731,Lithodes santolla,NA,NA,NA,NA,NA,0.461182212,0.57,0.38,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Lithodes-antarcticus.html,Lithodes antarcticus,
732,Austromegabalanus psittacus,NA,NA,NA,NA,NA,0.267572094,,,,,,,,
733,Nematopalaemon hastatus,NA,NA,NA,NA,NA,1.123810384,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Nematopalaemon-schmitti.html,Nematopalaemon schmitti,
734,Pandalus kessleri,NA,NA,NA,NA,NA,0.6662122095,0.56,0.37,0.845,average of 95% CL,SLB,,,
735,Panopea abrupta,NA,NA,NA,NA,NA,0.6662122095,0.37,0.24,0.55,95% CL,SLB,https://www.sealifebase.ca/summary/Panopea-abrupta.html,,
736,Tivela mactroides,NA,NA,NA,NA,NA,0.3487634335,1.18,0.78,1.77,95% CL,SLB,https://www.sealifebase.ca/summary/Tivela-mactroides.html,,
737,Berryteuthis magister,NA,NA,NA,NA,NA,0.4789744173,,,,,,,,
738,Aulacomya ater,NA,NA,NA,NA,NA,1.254602249,,,,,,,,
739,Cervimunida johni,NA,NA,NA,NA,NA,0.6627260318,,,,,,,,
740,Paralomis granulosa,NA,NA,NA,NA,NA,0.8735506743,,,,,,,,
741,Penaeus penicillatus,NA,NA,NA,NA,NA,0.7639885775,1.083333333,0.7166666667,1.626666667,average of 95% CL,SLB,,,
742,Pollicipes pollicipes,NA,NA,NA,NA,NA,0.2927714522,,,,,,,,
743,Pharus legumen,NA,NA,NA,NA,NA,0.2569999436,,,,,,,,
744,Cancer pagurus,NA,NA,NA,NA,NA,0.1144767806,0.46,0.31,0.69,95% CL,SLB,https://www.sealifebase.ca/summary/Cancer-pagurus.html,,
745,Maja squinado,NA,NA,NA,NA,NA,0.09872729955,,,,,,,,
746,Chaceon affinis,NA,NA,NA,NA,NA,0.8274716663,0.42,0.27,0.64,95% CL,SLB,https://www.sealifebase.ca/summary/Chaceon-maritae.html,Chaceon maritae,
747,Geryon longipes,NA,NA,NA,NA,NA,1.593884576,,,,,,,,
748,Callinectes danae,NA,NA,NA,NA,NA,0.2760110469,0.6,0.39,0.9,95% CL,SLB,https://www.sealifebase.ca/summary/Callinectes-sapidus.html,Callinectes sapidus,
749,Carcinus aestuarii,NA,NA,NA,NA,NA,0.1810111919,,,,,,,,
750,Carcinus maenas,NA,NA,NA,NA,NA,0.1810111919,,,,,,,,
751,Necora puber,NA,NA,NA,NA,NA,1.06459507,,,,,,,,
752,Portunus pelagicus,NA,NA,NA,NA,NA,0.2817640825,1.19,0.78,1.78,95% CL,SLB,https://www.sealifebase.ca/summary/Portunus-pelagicus.html,,
753,Cancer borealis,NA,NA,NA,NA,NA,0.1144767806,0.46,0.31,0.69,95% CL,SLB,https://www.sealifebase.ca/summary/Cancer-pagurus.html,Cancer pagurus,
754,Portunus trituberculatus,NA,NA,NA,NA,NA,0.2817640825,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Portunus-trituberculatus.html,,
755,Scylla serrata,NA,NA,NA,NA,NA,0.1599208438,1.17,0.77,1.75,95% CL,SLB,https://www.sealifebase.ca/summary/Scylla-serrata.html,,
756,Chaceon maritae,NA,NA,NA,NA,NA,0.8274716663,0.42,0.27,0.64,95% CL,SLB,https://www.sealifebase.ca/summary/Chaceon-maritae.html,,
757,Chaceon fenneri,NA,NA,NA,NA,NA,0.8274716663,0.42,0.27,0.64,95% CL,SLB,https://www.sealifebase.ca/summary/Chaceon-maritae.html,Chaceon maritae,
758,Menippe mercenaria,NA,NA,NA,NA,NA,0.8829284773,,,,,,,,
759,Cancer productus,NA,NA,NA,NA,NA,0.1144767806,0.46,0.31,0.69,95% CL,SLB,https://www.sealifebase.ca/summary/Cancer-pagurus.html,Cancer pagurus,
760,Erimacrus isenbeckii,NA,NA,NA,NA,NA,0.146521725,,,,,,,,
761,Homalaspis plana,NA,NA,NA,NA,NA,0.1184980221,,,,,,,,
762,Chionoecetes japonicus,NA,NA,NA,NA,NA,0.1159685297,0.58,0.38,0.87,95% CL,SLB,https://www.sealifebase.ca/summary/Chionoecetes-opilio.html,Chionoecetes opilio,
763,Paracentrotus lividus,NA,NA,NA,NA,NA,0.6662122095,,,,,,,,
764,Loxechinus albus,NA,NA,NA,NA,NA,0.1449196987,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Loxechinus-albus.html,,
765,Holothuria nobilis,NA,NA,NA,NA,NA,0.1184980221,,,,,,,,
766,Holothuria fuscogilva,NA,NA,NA,NA,NA,0.1184980221,,,,,,,,
767,Thelenota ananas,NA,NA,NA,NA,NA,0.4723564938,,,,,,,,
768,Limulus polyphemus,NA,NA,NA,NA,NA,0.461182212,,,,,,,,
769,Cerastoderma edule,NA,NA,NA,NA,NA,0.6627260318,0.49,0.33,0.74,95% CL,SLB,https://www.sealifebase.ca/summary/Cerastoderma-edule.html,,
770,Glycymeris glycymeris,NA,NA,NA,NA,NA,0.5183564409,,,,,,,,
771,Haliotis tuberculata,NA,NA,NA,NA,NA,0.578658105,,,,,,,,
772,Littorina littorea,NA,NA,NA,NA,NA,0.5170185698,,,,,,,,
773,Loligo vulgaris,NA,NA,NA,NA,NA,0.4980535967,0.34,0.22,0.51,95% CL,SLB,https://www.sealifebase.ca/summary/Loligo-vulgaris.html,,
774,Spisula solida,NA,NA,NA,NA,NA,0.6606905274,0.47,0.31,0.7,95% CL,SLB,https://www.sealifebase.ca/summary/Spisula-solidissima.html,Spisula solidissima,
775,Mytilus edulis,NA,NA,NA,NA,NA,0.2322220946,0.54,0.36,0.82,95% CL,SLB,https://www.sealifebase.ca/summary/Mytilus-edulis.html,,
776,Mytilus galloprovincialis,NA,NA,NA,NA,NA,0.2322220946,0.5,0.33,0.75,95% CL,SLB,https://www.sealifebase.ca/summary/Mytilus-galloprovincialis.html,,
777,Perna perna,NA,NA,NA,NA,NA,0.2577767832,,,,,,,,
778,Eledone cirrhosa,NA,NA,NA,NA,NA,0.8933713437,0.54,0.36,0.82,95% CL,SLB,https://www.sealifebase.ca/summary/Eledone-cirrhosa.html,,
779,Illex coindetii,NA,NA,NA,NA,NA,0.9632301093,0.52,0.34,0.78,95% CL,SLB,https://www.sealifebase.ca/summary/Illex-coindetii.html,,
780,Todarodes sagittatus,NA,NA,NA,NA,NA,0.3487634335,0.38,0.25,0.57,95% CL,SLB,https://www.sealifebase.ca/summary/Todarodes-sagittatus.html,,
781,Crassostrea gigas,NA,NA,NA,NA,NA,0.5854354543,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Crassostrea-gigas.html,,
782,Crassostrea virginica,NA,NA,NA,NA,NA,0.5854354543,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Crassostrea-virginica.html,,
783,Ostrea edulis,NA,NA,NA,NA,NA,0.0877339347,,,,,,,,
784,Aequipecten opercularis,NA,NA,NA,NA,NA,0.08632561667,0.56,0.37,0.84,95% CL,SLB,https://www.sealifebase.ca/summary/Aequipecten-opercularis.html,,
785,Chlamys islandica,NA,NA,NA,NA,NA,0.2693250342,,,,,,,,
786,Pecten maximus,NA,NA,NA,NA,NA,0.4712111669,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Pecten-maximus.html,,
787,Ensis directus,NA,NA,NA,NA,NA,0.6489003664,,,,,,,,
788,Sepia officinalis,NA,NA,NA,NA,NA,0.692886616,0.56,0.37,0.84,95% CL,SLB,https://www.sealifebase.ca/summary/Sepia-officinalis.html,,
789,Callista chione,NA,NA,NA,NA,NA,0.2760110469,,,,,,,,
790,Chamelea gallina,NA,NA,NA,NA,NA,0.8274716663,0.5,0.32,0.76,95% CL,SLB,https://www.sealifebase.ca/summary/Chamelea-gallina.html,,
791,Mercenaria mercenaria,NA,NA,NA,NA,NA,0.4976665214,0.43,0.28,0.65,95% CL,SLB,https://www.sealifebase.ca/summary/Mercenaria-mercenaria.html,,
792,Argopecten irradians,NA,NA,NA,NA,NA,0.2272470189,1.01,0.66,1.51,95% CL,SLB,https://www.sealifebase.ca/summary/Argopecten-gibbus.html,Argopecten gibbus,
793,Sepia pharaonis,NA,NA,NA,NA,NA,0.692886616,,,,,,,,
794,Sepioteuthis lessoniana,NA,NA,NA,NA,NA,0.692886616,,,,,,,,
795,Octopus maya,NA,NA,NA,NA,NA,0.4308683306,0.65,0.43,0.975,average of 95% CL,SLB,,,
796,Illex argentinus,NA,NA,NA,NA,NA,0.9632301093,1,0.66,1.49,95% CL,SLB,https://www.sealifebase.ca/summary/Illex-argentinus.html,,
797,Todarodes pacificus,NA,NA,NA,NA,NA,0.3487634335,1.12,0.74,1.68,95% CL,SLB,https://www.sealifebase.ca/summary/Todarodes-pacificus.html,,
798,Dosidicus gigas,NA,NA,NA,NA,NA,0.1043144503,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Dosidicus-gigas.html,,
799,Nototodarus sloanii,NA,NA,NA,NA,NA,0.4149820705,,,,,,,,
800,Ruditapes philippinarum,NA,NA,NA,NA,NA,0.1902414832,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Ruditapes-philippinarum.html,,
801,Perna viridis,NA,NA,NA,NA,NA,0.2577767832,,,,,,,,
802,Mesodesma donacium,NA,NA,NA,NA,NA,0.196296302,,,,,,,,
803,Clinocardium nuttallii,NA,NA,NA,NA,NA,0.9492618373,,,,,,,,
804,Zidona dufresnei,NA,NA,NA,NA,NA,0.2135712682,,,,,,,,
805,Patinopecten caurinus,NA,NA,NA,NA,NA,0.4712111669,,,,,,,,
806,Pecten novaezelandiae,NA,NA,NA,NA,NA,0.4712111669,0.51,0.34,0.76,95% CL,SLB,https://www.sealifebase.ca/summary/Pecten-novaezelandiae.html,,
807,Argopecten ventricosus,NA,NA,NA,NA,NA,0.2272470189,1.01,0.66,1.51,95% CL,SLB,https://www.sealifebase.ca/summary/Argopecten-gibbus.html,Argopecten gibbus,
808,Pecten jacobaeus,NA,NA,NA,NA,NA,0.4712111669,0.43,0.25,0.74,95% CL,SLB,https://www.sealifebase.ca/summary/Pecten-jacobaeus.html,,
809,Concholepas concholepas,NA,NA,NA,NA,NA,0.4610988715,,,,,,,,
810,Meretrix lusoria,NA,NA,NA,NA,NA,0.4976665214,,,,,,,,
811,Turbo cornutus,NA,NA,NA,NA,NA,0.7092563648,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Turbo-setosus.html,Turbo setosus,
812,Ruditapes decussatus,NA,NA,NA,NA,NA,0.1902414832,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Ruditapes-philippinarum.html,Ruditapes philippinarum,
813,Haliotis rubra,NA,NA,NA,NA,NA,0.578658105,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Haliotis-rubra.html,,
814,Trochus niloticus,NA,NA,NA,NA,NA,0.7092563648,,,,,,,,
815,Paphies australis,NA,NA,NA,NA,NA,0.6662122095,,,,,,,,
816,Choromytilus chorus,NA,NA,NA,NA,NA,0.8734274043,,,,,,,,
817,Mytilus coruscus,NA,NA,NA,NA,NA,0.2322220946,0.49,0.3133333333,0.7666666667,average of 95% CL,SLB,,,
818,Siliqua patula,NA,NA,NA,NA,NA,0.5110208978,,,,,,,,
1077,Heterocarpus reedi,NA,NA,NA,NA,NA,0.7470359605,,,,,,,,
,Trachysalambria curvirostris,NA,NA,NA,NA,NA,0.05748773,1.19,0.79,1.79,95% CL,SLB,https://www.sealifebase.ca/summary/Trachysalambria-curvirostris.html,,
,Mizuhopecten yessoensis,NA,NA,NA,NA,NA,0.991564158,,,,,,,,
,Litopenaeus setiferus,NA,NA,NA,NA,NA,0.067460154,0.56,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Litopenaeus-setiferus.html,,
,Doryteuthis opalescens,NA,NA,NA,NA,NA,0.162371546,0.93,0.61,1.39,95% CL,SLB,https://www.sealifebase.ca/summary/Doryteuthis-opalescens.html,,
,Doryteuthis gahi,NA,NA,NA,NA,NA,0.162371546,0.48,0.32,0.72,95% CL,SLB,https://www.sealifebase.ca/summary/Doryteuthis-gahi.html,,
,Larimichthys crocea,-0.673741704,0.574686046,0.601331042,0.141506521,0.235322162,0.593632011,,,,,,,,
,Liza haematocheila,-1.244420405,0.189459719,0.29332534,0.003144494,0.010720158,0.293253666,,,,,,,,Planiliza haematocheila
,Tegillarca granosa,NA,NA,NA,NA,NA,0.05748773,0.85,0.56,1.28,95% CL,SLB,https://www.sealifebase.ca/summary/Tegillarca-granosa.html,,
,Fenneropenaeus chinensis,NA,NA,NA,NA,NA,0.375391369,0.88,0.58,1.32,95% CL,SLB,https://www.sealifebase.ca/summary/Penaeus-chinensis.html,,Penaeus chinensis
,Fenneropenaeus merguiensis,NA,NA,NA,NA,NA,0.375391369,1.18,0.78,1.77,95% CL,SLB,https://www.sealifebase.ca/summary/Fenneropenaeus-merguiensis.html,,
,Sebastes norvegicus,-2.862278819,0.11060441,0.057488971,4.07E-05,0.000707601,0.05748773,,,,,,,,
,Metacarcinus magister,NA,NA,NA,NA,NA,0.293253666,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Metacarcinus-magister.html,,
,Doryteuthis pealeii,NA,NA,NA,NA,NA,0.162371546,0.705,0.465,1.055,average of 95% CL,SLB,,,
,Mactromeris polynyma,NA,NA,NA,NA,NA,0.293253666,,,,,,,,
,Pleuronectes quadrituberculatus,-2.126337221,0.133094519,0.120334472,0.000258793,0.002150615,0.120321558,,,,,,,,
,Pseudopleuronectes herzensteini,-0.740725835,0.162805412,0.483128298,0.006269472,0.012976826,0.48306041,,,,,,,,
,Apostichopus japonicus,NA,NA,NA,NA,NA,0.107502861,,,,,,,,
,Farfantepenaeus notialis,NA,NA,NA,NA,NA,0.375391369,0.46,0.3,0.69,95% CL,SLB,https://www.sealifebase.ca/summary/Farfantepenaeus-notialis.html,,
,Farfantepenaeus aztecus,NA,NA,NA,NA,NA,0.375391369,0.52,0.34,0.78,95% CL,SLB,https://www.sealifebase.ca/summary/Farfantepenaeus-aztecus.html,,
,Tawera elliptica,NA,NA,NA,NA,NA,0.05748773,,,,,,,,
,Scophthalmus maximus,-0.812001281,0.055590582,0.444655202,0.000611956,0.001376249,0.444654803,,,,,,,,
,Marsupenaeus japonicus,NA,NA,NA,NA,NA,0.293253666,,,,,,,,
,Kajikia audax,-1.061911308,0.096508934,0.347408374,0.001129379,0.003250868,0.347400748,,,,,,,,
,Nemadactylus bergi,-1.918858913,0.714501916,0.189455252,0.023910162,0.126204799,0.184049426,,,,,,,,
,Venerupis corrugata,NA,NA,NA,NA,NA,0.194921284,,,,,,,,
,Leucoraja naevus,-2.734427009,0.277494853,0.067479913,0.000364491,0.00540148,0.067460154,,,,,,,,
,Farfantepenaeus duorarum,NA,NA,NA,NA,NA,0.375391369,0.51,0.34,0.76,95% CL,SLB,https://www.sealifebase.ca/summary/Farfantepenaeus-duorarum.html,,
,Istiompax indica,-1.05998328,0.291944196,0.361545431,0.011629597,0.03216635,0.361116057,,,,,,,,
,Melicertus kerathurus,NA,NA,NA,NA,NA,0.293253666,0.57,0.37,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Melicertus-kerathurus.html,,
,Farfantepenaeus californiensis,NA,NA,NA,NA,NA,0.375391369,0.92,0.61,1.38,95% CL,SLB,https://www.sealifebase.ca/summary/Farfantepenaeus-californiensis.html,,
,Farfantepenaeus brevirostris,NA,NA,NA,NA,NA,0.375391369,0.55,0.36,0.82,95% CL,SLB,https://www.sealifebase.ca/summary/Farfantepenaeus-brevirostris.html,,
,Lithodes aequispinus,NA,NA,NA,NA,NA,0.067460154,0.57,0.38,0.85,95% CL,SLB,https://www.sealifebase.ca/summary/Lithodes-antarcticus.html,Lithodes antarcticus,
,Eleginus nawaga,-1.156137701,0.613524286,0.379867916,0.06595177,0.173617638,0.375391369,,,,,,,,
,Saxidomus gigantea,NA,NA,NA,NA,NA,0.48306041,,,,,,,,
,Melicertus latisulcatus,NA,NA,NA,NA,NA,0.293253666,1.12,0.74,1.69,95% CL,SLB,https://www.sealifebase.ca/summary/Melicertus-latisulcatus.html,,
